Term,Date,Value
AI for everyone,2/1/2012,0
AI for everyone,3/1/2012,0
AI for everyone,4/1/2012,0
AI for everyone,5/1/2012,0
AI for everyone,6/1/2012,0
AI for everyone,7/1/2012,0
AI for everyone,8/1/2012,0
AI for everyone,9/1/2012,0
AI for everyone,10/1/2012,0
AI for everyone,11/1/2012,0
AI for everyone,12/1/2012,0
AI for everyone,1/1/2013,0
AI for everyone,2/1/2013,0
AI for everyone,3/1/2013,0
AI for everyone,4/1/2013,0
AI for everyone,5/1/2013,0
AI for everyone,6/1/2013,0
AI for everyone,7/1/2013,0
AI for everyone,8/1/2013,0
AI for everyone,9/1/2013,0
AI for everyone,10/1/2013,0
AI for everyone,11/1/2013,0
AI for everyone,12/1/2013,0
AI for everyone,1/1/2014,0
AI for everyone,2/1/2014,0
AI for everyone,3/1/2014,0
AI for everyone,4/1/2014,0
AI for everyone,5/1/2014,0
AI for everyone,6/1/2014,0
AI for everyone,7/1/2014,0
AI for everyone,8/1/2014,0
AI for everyone,9/1/2014,0
AI for everyone,10/1/2014,0
AI for everyone,11/1/2014,0
AI for everyone,12/1/2014,0
AI for everyone,1/1/2015,0
AI for everyone,2/1/2015,0
AI for everyone,3/1/2015,0
AI for everyone,4/1/2015,0
AI for everyone,5/1/2015,0
AI for everyone,6/1/2015,0
AI for everyone,7/1/2015,0
AI for everyone,8/1/2015,0
AI for everyone,9/1/2015,0.6644402874958105
AI for everyone,10/1/2015,0
AI for everyone,11/1/2015,0
AI for everyone,12/1/2015,0
AI for everyone,1/1/2016,0
AI for everyone,2/1/2016,0
AI for everyone,3/1/2016,0
AI for everyone,4/1/2016,0
AI for everyone,5/1/2016,0
AI for everyone,6/1/2016,0
AI for everyone,7/1/2016,0
AI for everyone,8/1/2016,0
AI for everyone,9/1/2016,0
AI for everyone,10/1/2016,0
AI for everyone,11/1/2016,0
AI for everyone,12/1/2016,0
AI for everyone,1/1/2017,0
AI for everyone,2/1/2017,0
AI for everyone,3/1/2017,0
AI for everyone,4/1/2017,0
AI for everyone,5/1/2017,0
AI for everyone,6/1/2017,0
AI for everyone,7/1/2017,0
AI for everyone,8/1/2017,0
AI for everyone,9/1/2017,0.36871357435151575
AI for everyone,10/1/2017,0
AI for everyone,11/1/2017,0
AI for everyone,12/1/2017,0
AI for everyone,1/1/2018,0
AI for everyone,2/1/2018,0
AI for everyone,3/1/2018,0
AI for everyone,4/1/2018,0
AI for everyone,5/1/2018,0
AI for everyone,6/1/2018,0
AI for everyone,7/1/2018,0
AI for everyone,8/1/2018,0
AI for everyone,9/1/2018,0
AI for everyone,10/1/2018,0
AI for everyone,11/1/2018,0.564982287275064
AI for everyone,12/1/2018,0
AI for everyone,1/1/2019,0
AI for everyone,2/1/2019,0
AI for everyone,3/1/2019,1.2551132304105912
AI for everyone,4/1/2019,0
AI for everyone,5/1/2019,0.34679207463301354
AI for everyone,6/1/2019,0.35417370240214896
AI for everyone,7/1/2019,0.6803385384273226
AI for everyone,8/1/2019,0.4171483451290277
AI for everyone,9/1/2019,0
AI for everyone,10/1/2019,0
AI for everyone,11/1/2019,0
AI for everyone,12/1/2019,0.41523555875245843
AI for everyone,1/1/2020,0
AI for everyone,2/1/2020,0
AI for everyone,3/1/2020,0.3410187195184004
AI for everyone,4/1/2020,0.6285816764742668
AI for everyone,5/1/2020,0
AI for everyone,6/1/2020,0
AI for everyone,7/1/2020,0.39575425024171496
AI for everyone,8/1/2020,0
AI for everyone,9/1/2020,0
AI for everyone,10/1/2020,0.34320870986210483
AI for everyone,11/1/2020,0
AI for everyone,12/1/2020,0
AI for everyone,1/1/2021,0
AI for everyone,2/1/2021,0
AI for everyone,3/1/2021,0
AI for everyone,4/1/2021,0
AI for everyone,5/1/2021,0
AI for everyone,6/1/2021,0
AI for everyone,7/1/2021,0
AI for everyone,8/1/2021,0
AI for everyone,9/1/2021,0
AI for everyone,10/1/2021,0
AI for everyone,11/1/2021,0.42221402946540815
AI for everyone,12/1/2021,0
AI for everyone,1/1/2022,0
AI for everyone,2/1/2022,0.4149004932507687
AI for everyone,3/1/2022,0.4632775833841593
AI for everyone,4/1/2022,0
AI for everyone,5/1/2022,0.36485029300960514
AI for everyone,6/1/2022,0.37899502606726126
AI for everyone,7/1/2022,0.3587935321303916
AI for everyone,8/1/2022,0.48400106815359034
AI for everyone,9/1/2022,0.5978355777894632
AI for everyone,10/1/2022,0
AI for everyone,11/1/2022,0.36513398987290696
AI for everyone,12/1/2022,4.8627907732237645
AI for everyone,1/1/2023,0.8855402681215407
AI for everyone,2/1/2023,1.6051548370025501
AI for everyone,3/1/2023,1.9774559622200834
AI for everyone,4/1/2023,2.5226158619066417
AI for everyone,5/1/2023,2.327452423293766
AI for everyone,6/1/2023,1.818738627936339
AI for everyone,7/1/2023,2.2362960683626265
AI for everyone,8/1/2023,1.4473855011867789
AI for everyone,9/1/2023,2.44748335038639
AI for everyone,10/1/2023,3.1840678502559503
AI for everyone,11/1/2023,3.251871842007972
AI for everyone,12/1/2023,2.805615679636596
AI for everyone,1/1/2024,2.843258955482692
AI for everyone,2/1/2024,3.255722342621425
AI for everyone,3/1/2024,3.5357003506348343
AI for everyone,4/1/2024,3.530229371723829
AI for everyone,5/1/2024,3.742004393942437
AI for everyone,6/1/2024,3.137186261706677
AI for everyone,7/1/2024,3.1953850158271244
AI for everyone,8/1/2024,3.7000769318148654
Inclusive AI,1/1/2010,0
Inclusive AI,2/1/2010,0
Inclusive AI,3/1/2010,0
Inclusive AI,4/1/2010,0
Inclusive AI,5/1/2010,0
Inclusive AI,6/1/2010,0
Inclusive AI,7/1/2010,0
Inclusive AI,8/1/2010,0
Inclusive AI,9/1/2010,0
Inclusive AI,10/1/2010,0
Inclusive AI,11/1/2010,0
Inclusive AI,12/1/2010,0
Inclusive AI,1/1/2011,0
Inclusive AI,2/1/2011,0
Inclusive AI,3/1/2011,0
Inclusive AI,4/1/2011,0
Inclusive AI,5/1/2011,0
Inclusive AI,6/1/2011,0
Inclusive AI,7/1/2011,0
Inclusive AI,8/1/2011,0
Inclusive AI,9/1/2011,0
Inclusive AI,10/1/2011,0
Inclusive AI,11/1/2011,0
Inclusive AI,12/1/2011,0
Inclusive AI,1/1/2012,0
Inclusive AI,2/1/2012,0
Inclusive AI,3/1/2012,0
Inclusive AI,4/1/2012,0
Inclusive AI,5/1/2012,0
Inclusive AI,6/1/2012,0
Inclusive AI,7/1/2012,0
Inclusive AI,8/1/2012,0
Inclusive AI,9/1/2012,0
Inclusive AI,10/1/2012,0
Inclusive AI,11/1/2012,0
Inclusive AI,12/1/2012,0
Inclusive AI,1/1/2013,0
Inclusive AI,2/1/2013,0
